Season,Player ID,Name,First Name,Last Name,Position,Shirt Number,Position Info,Current Team,Team Abbreviation,Cleansheets,Age,Nationality,Rank
2022/23,226363.0,Ollie Watkins,Ollie,Watkins,F,11.0,Left/Centre/Right Second Striker,Aston Villa,AVL,9.0,28 years 237 days,England,29.0
2022/23,284417.0,Ben White,Ben,White,D,4.0,Centre/Right Central Defender,Arsenal,ARS,9.0,26 years 320 days,England,29.0
2022/23,344329.0,Granit Xhaka,Granit,Xhaka,M,34.0,Central Midfielder,n/a,n/a,9.0,31 years 331 days,Switzerland,29.0
2022/23,363213.0,Joachim Andersen,Joachim,Andersen,D,5.0,Centre Central Defender,n/a,n/a,8.0,28 years 84 days,Denmark,46.0
2022/23,129917.0,Lukasz Fabianski,Lukasz,Fabianski,G,1.0,Goalkeeper,West Ham United,WHU,8.0,39 years 127 days,Poland,46.0
2022/23,337833.0,Jorginho,Jorge Luiz,Frello Filho,M,20.0,Centre Central Midfielder,Arsenal,ARS,8.0,32 years 247 days,Italy,46.0
2022/23,41538.0,Joe Gomez,Joe,Gomez,D,2.0,Left/Centre/Right Central Defender,Liverpool,LIV,8.0,27 years 92 days,England,46.0
2022/23,282013.0,Marc Guéhi,Marc,Guéhi,D,6.0,Centre Central Defender,Crystal Palace,CRY,8.0,24 years 41 days,England,46.0
2022/23,346851.0,Alex Iwobi,Alex,Iwobi,F,17.0,Left/Centre/Right Second Striker,n/a,n/a,8.0,28 years 112 days,Nigeria,46.0
2022/23,344721.0,Harry Kane,Harry,Kane,F,9.0,Striker,n/a,n/a,8.0,31 years 26 days,England,46.0
2022/23,321656.0,Bernd Leno,Bernd,Leno,G,1.0,Goalkeeper,Fulham,FUL,8.0,32 years 172 days,Germany,46.0
2022/23,318813.0,Lisandro Martínez,Lisandro,Martínez,D,6.0,Central Defender,Manchester United,MUN,8.0,26 years 218 days,Argentina,46.0
2022/23,135200.0,John McGinn,John,McGinn,M,7.0,Centre Central Midfielder,Aston Villa,AVL,8.0,29 years 310 days,Scotland,46.0
2022/23,46085.0,Jordan Pickford,Jordan,Pickford,G,n/a,Goalkeeper,Everton,EVE,8.0,30 years 169 days,England,46.0
2022/23,19300.0,Tim Ream,Tim,Ream,D,13.0,Left/Centre Central Defender,n/a,n/a,8.0,36 years 323 days,United States,46.0
2022/23,359652.0,Douglas Luiz,Douglas Luiz,Soares de Paulo,M,26.0,Central Midfielder,n/a,n/a,8.0,26 years 106 days,Brazil,46.0
2022/23,287525.0,Raphaël Varane,Raphaël,Varane,D,19.0,Centre Central Defender,n/a,n/a,8.0,31 years 120 days,France,46.0
2022/23,336893.0,Adam Webster,Adam,Webster,D,4.0,Defender,Brighton & Hove Albion,BHA,8.0,29 years 232 days,England,46.0
2022/23,341954.0,Ashley Young,Ashley,Young,D,18.0,Defender,n/a,n/a,8.0,39 years 45 days,England,46.0
2022/23,30533.0,Trent Alexander-Arnold,Trent,Alexander-Arnold,D,n/a,Right Full Back,Liverpool,LIV,7.0,25 years 321 days,England,62.0
2022/23,180212.0,Jarrod Bowen,Jarrod,Bowen,F,20.0,Centre Striker,West Ham United,WHU,7.0,27 years 247 days,England,62.0
2022/23,363190.0,Nélson Semedo,Nélson,Cabral Semedo,D,2.0,Right Full Back,Wolverhampton Wanderers,WOL,7.0,30 years 281 days,Portugal,62.0
2022/23,346392.0,Timothy Castagne,Timothy,Castagne,D,21.0,Right Full Back,n/a,n/a,7.0,28 years 262 days,Belgium,62.0
2022/23,340930.0,Conor Coady,Conor,Coady,D,4.0,Centre Central Defender,n/a,n/a,7.0,31 years 180 days,England,62.0
2022/23,336892.0,Craig Dawson,Craig,Dawson,D,15.0,Centre Central Defender,Wolverhampton Wanderers,WOL,7.0,34 years 109 days,England,62.0
2022/23,322882.0,Issa Diop,Issa,Diop,D,31.0,Centre Central Defender,Fulham,FUL,7.0,27 years 227 days,France,62.0
2022/23,257590.0,Rúben Dias,Rúben,dos Santos Gato Alves Dias,D,3.0,Centre Central Defender,Manchester City,MCI,7.0,27 years 101 days,Portugal,62.0
2022/23,323410.0,Pervis Estupiñán,Pervis,Estupiñán,D,30.0,Left Full Back,Brighton & Hove Albion,BHA,7.0,26 years 215 days,Ecuador,62.0
2022/23,325441.0,Wout Faes,Wout,Faes,D,3.0,Central Defender,Leicester City,LEI,7.0,26 years 142 days,Belgium,62.0
2022/23,279619.0,Ibrahima Konaté,Ibrahima,Konaté,D,5.0,Centre Central Defender,Liverpool,LIV,7.0,25 years 90 days,France,62.0
2022/23,362760.0,Emerson Royal,Emerson Aparecido,Leite de Souza Júnior,D,22.0,Right Full Back,n/a,n/a,7.0,25 years 222 days,Brazil,62.0
2022/23,25178.0,Hugo Lloris,Hugo,Lloris,G,1.0,Goalkeeper,n/a,n/a,7.0,37 years 241 days,France,62.0
2022/23,360696.0,João Palhinha,João Maria,Lobo Alves Palhares Costa Palhinha Gonçalves,M,16.0,Centre Defensive Midfielder,n/a,n/a,7.0,29 years 45 days,Portugal,62.0
2022/23,340453.0,Alexis Mac Allister,Alexis,Mac Allister,M,10.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,7.0,25 years 243 days,Argentina,62.0
2022/23,299539.0,Vitalii Mykolenko,Vitalii,Mykolenko,D,19.0,Left Full Back,Everton,EVE,7.0,25 years 86 days,Ukraine,62.0
2022/23,202622.0,Harrison Reed,Harrison,Reed,M,6.0,Centre Central Midfielder,Fulham,FUL,7.0,29 years 209 days,England,62.0
2022/23,50135.0,Andy Robertson,Andy,Robertson,D,26.0,Left Full Back,Liverpool,LIV,7.0,30 years 165 days,Scotland,62.0
2022/23,259014.0,Tomás Soucek,Tomás,Soucek,M,28.0,Centre Defensive Midfielder,West Ham United,WHU,7.0,29 years 178 days,Czech Republic,62.0
2022/23,202655.0,Ivan Toney,Ivan,Toney,F,17.0,Centre Striker,Brentford,BRE,7.0,28 years 160 days,England,62.0
2022/23,362816.0,Aaron Wan-Bissaka,Aaron,Wan-Bissaka,D,29.0,Right Full Back,n/a,n/a,7.0,26 years 271 days,England,62.0
2022/23,128164.0,Joel Ward,Joel,Ward,D,n/a,Defender,Crystal Palace,CRY,7.0,34 years 299 days,England,62.0
2022/23,288580.0,Kurt Zouma,Kurt,Zouma,D,4.0,Centre Central Defender,West Ham United,WHU,7.0,29 years 301 days,France,62.0
2022/23,325430.0,Manuel Akanji,Manuel,Akanji,D,25.0,Centre Central Defender,Manchester City,MCI,6.0,29 years 35 days,Switzerland,85.0
2022/23,187388.0,Nathan Aké,Nathan,Aké,D,6.0,Left/Centre Central Defender,Manchester City,MCI,6.0,29 years 187 days,Netherlands,85.0
2022/23,160688.0,Jordan Ayew,Jordan,Ayew,F,9.0,Centre Striker,Crystal Palace,CRY,6.0,32 years 347 days,Ghana,85.0
2022/23,315355.0,Gabriel Jesus,Gabriel Fernando,de Jesus,F,9.0,Second Striker,Arsenal,ARS,6.0,27 years 142 days,Brazil,85.0
2022/23,196369.0,Thiago Silva,Thiago,Emiliano da Silva,D,6.0,Centre Central Defender,n/a,n/a,6.0,39 years 336 days,Brazil,85.0
2022/23,362977.0,Remo Freuler,Remo,Freuler,M,8.0,Centre Attacking Midfielder,Nottingham Forest,NFO,6.0,32 years 130 days,Switzerland,85.0
2022/23,323587.0,Morgan Gibbs-White,Morgan,Gibbs-White,M,10.0,Centre Central Midfielder,Nottingham Forest,NFO,6.0,24 years 209 days,England,85.0
2022/23,285236.0,Jack Grealish,Jack,Grealish,M,10.0,Left/Centre/Right Attacking Midfielder,Manchester City,MCI,6.0,28 years 348 days,England,85.0
2022/23,346855.0,Vicente Guaita,Vicente,Guaita,G,13.0,Goalkeeper,n/a,n/a,6.0,37 years 226 days,Spain,85.0
2022/23,263465.0,Idrissa Gueye,Idrissa,Gueye,M,27.0,Centre Defensive Midfielder,Everton,EVE,6.0,34 years 332 days,Senegal,85.0
2022/23,363187.0,Ilkay Gündogan,Ilkay,Gündogan,M,19.0,Centre Central Midfielder,n/a,n/a,6.0,33 years 304 days,Germany,85.0
2022/23,312560.0,Erling Haaland,Erling,Haaland,F,9.0,Centre Striker,Manchester City,MCI,6.0,24 years 33 days,Norway,85.0
2022/23,346759.0,Dean Henderson,Dean,Henderson,G,1.0,Goalkeeper,n/a,n/a,6.0,27 years 164 days,England,85.0
2022/23,258703.0,Vitaly Janelt,Vitaly,Janelt,M,27.0,Centre Defensive Midfielder,Brentford,BRE,6.0,26 years 105 days,Germany,85.0
2022/23,340460.0,Jefferson Lerma,Jefferson,Lerma,M,8.0,Centre Central Midfielder,n/a,n/a,6.0,29 years 303 days,Colombia,85.0
2022/23,315575.0,Tyrell Malacia,Tyrell,Malacia,D,12.0,Left Full Back,Manchester United,MUN,6.0,25 years 6 days,Netherlands,85.0
2022/23,166789.0,Gabriel Martinelli,Gabriel Teodoro,Martinelli Silva,M,n/a,Midfielder,Arsenal,ARS,6.0,23 years 66 days,Brazil,85.0
2022/23,169744.0,Tyrick Mitchell,Tyrick,Mitchell,D,39.0,Left Full Back,Crystal Palace,CRY,6.0,24 years 357 days,England,85.0
2022/23,322361.0,Neto,Norberto,Murara Neto,G,1.0,Goalkeeper,Bournemouth,BOU,6.0,35 years 35 days,Brazil,85.0
2022/23,19620.0,Marcus Rashford,Marcus,Rashford,F,10.0,Left/Centre Second Striker,Manchester United,MUN,6.0,26 years 297 days,England,85.0
2022/23,285389.0,Cristian Romero,Cristian,Romero,D,17.0,Centre Central Defender,Tottenham Hotspur,TOT,6.0,26 years 118 days,Argentina,85.0
2022/23,343670.0,Robert Sánchez,Robert,Sánchez,G,1.0,Goalkeeper,n/a,n/a,6.0,26 years 279 days,Spain,85.0
2022/23,10050.0,Adam Smith,Adam,Smith,D,15.0,Right Full Back,Bournemouth,BOU,6.0,33 years 116 days,England,85.0
2022/23,135974.0,Jason Steele,Jason,Steele,G,n/a,Goalkeeper,Brighton & Hove Albion,BHA,6.0,34 years 5 days,England,85.0
2022/23,186988.0,Joël Veltman,Joël,Veltman,D,34.0,Centre/Right Full Back,Brighton & Hove Albion,BHA,6.0,32 years 221 days,Netherlands,85.0
2022/23,50015.0,Kyle Walker,Kyle,Walker,D,2.0,Right Full Back,Manchester City,MCI,6.0,34 years 87 days,England,85.0
2022/23,357590.0,Danny Ward,Danny,Ward,G,n/a,Goalkeeper,Leicester City,LEI,6.0,31 years 62 days,Wales,85.0
2022/23,345193.0,Tyler Adams,Tyler,Adams,M,18.0,Midfielder,n/a,n/a,5.0,25 years 191 days,United States,112.0
2022/23,312977.0,Nayef Aguerd,Nayef,Aguerd,D,27.0,Centre Central Defender,West Ham United,WHU,5.0,28 years 146 days,Morocco,112.0
2022/23,342774.0,Daniel Amartey,Daniel,Amartey,D,12.0,Centre Central Defender,n/a,n/a,5.0,29 years 246 days,Ghana,112.0
2022/23,356787.0,Sèrge Aurier,Sèrge,Aurier,D,92.0,Right Full Back,n/a,n/a,5.0,31 years 243 days,Cote D’Ivoire,112.0
2022/23,14131.0,Aaron Cresswell,Aaron,Cresswell,D,3.0,Left Full Back,West Ham United,WHU,5.0,34 years 252 days,England,112.0
2022/23,160158.0,Rodri,Rodrigo,Hernández Cascante,M,16.0,Centre Central Midfielder,Manchester City,MCI,5.0,28 years 62 days,Spain,112.0
2022/23,359784.0,Thilo Kehrer,Thilo,Kehrer,D,5.0,Centre/Right Central Defender,n/a,n/a,5.0,27 years 337 days,Germany,112.0
2022/23,359178.0,Lloyd Kelly,Lloyd,Kelly,D,25.0,Central Defender,n/a,n/a,5.0,25 years 322 days,England,112.0
2022/23,360556.0,Robin Koch,Robin,Koch,D,4.0,Central Defender,Leeds United,LEE,5.0,28 years 37 days,Germany,112.0
2022/23,354647.0,Kalidou Koulibaly,Kalidou,Koulibaly,D,3.0,Centre Central Defender,n/a,n/a,5.0,33 years 64 days,Senegal,112.0
2022/23,44159.0,Victor Lindelöf,Victor,Lindelöf,D,n/a,Centre Central Defender,Manchester United,MUN,5.0,30 years 37 days,Sweden,112.0
2022/23,161345.0,Harry Maguire,Harry,Maguire,D,5.0,Centre Central Defender,Manchester United,MUN,5.0,31 years 171 days,England,112.0
2022/23,362576.0,Scott McKenna,Scott,McKenna,D,15.0,Centre Central Defender,n/a,n/a,5.0,27 years 285 days,Scotland,112.0
2022/23,320612.0,Dwight McNeil,Dwight,McNeil,F,7.0,Left Winger,Everton,EVE,5.0,24 years 275 days,England,112.0
2022/23,153012.0,Chris Mepham,Chris,Mepham,D,6.0,Centre Central Defender,Bournemouth,BOU,5.0,26 years 292 days,Wales,112.0
2022/23,186584.0,Illan Meslier,Illan,Meslier,G,1.0,Goalkeeper,Leeds United,LEE,5.0,24 years 174 days,France,112.0
2022/23,160057.0,Christian Nørgaard,Christian,Nørgaard,M,6.0,Centre Central Midfielder,Brentford,BRE,5.0,30 years 166 days,Denmark,112.0
2022/23,361427.0,Amadou Onana,Amadou,Onana,M,24.0,Centre Defensive Midfielder,n/a,n/a,5.0,23 years 7 days,Belgium,112.0
2022/23,222663.0,Jacob Ramsey,Jacob,Ramsey,M,41.0,Midfielder,Aston Villa,AVL,5.0,23 years 87 days,England,112.0
2022/23,166522.0,Mads Roerslev,Mads,Roerslev,D,30.0,Right Full Back,Brentford,BRE,5.0,25 years 60 days,Denmark,112.0
2022/23,135654.0,Bukayo Saka,Bukayo,Saka,F,77.0,Left Winger,Arsenal,ARS,5.0,22 years 353 days,England,112.0
2022/23,31291.0,John Stones,John,Stones,D,5.0,Centre Central Defender,Manchester City,MCI,5.0,30 years 87 days,England,112.0
2022/23,314795.0,Kenny Tete,Kenny,Tete,D,n/a,Right Full Back,Fulham,FUL,5.0,28 years 319 days,Netherlands,112.0
2022/23,363206.0,Joe Worrall,Joe,Worrall,D,n/a,Centre Central Defender,n/a,n/a,5.0,27 years 226 days,England,112.0
2022/23,134233.0,Ryan Yates,Ryan,Yates,M,22.0,Left/Centre/Right Attacking Midfielder,Nottingham Forest,NFO,5.0,26 years 276 days,England,112.0
2022/23,288147.0,Martin Ødegaard,Martin,Ødegaard,M,8.0,Left/Centre/Right Attacking Midfielder,Arsenal,ARS,5.0,25 years 250 days,Norway,112.0
2022/23,335884.0,Benoît Badiashile,Benoît,Badiashile,D,5.0,Centre Central Defender,Chelsea,CHE,4.0,23 years 150 days,France,138.0
2022/23,312832.0,Gavin Bazunu,Gavin,Bazunu,G,31.0,Goalkeeper,Southampton,SOU,4.0,22 years 185 days,Ireland,138.0
2022/23,302775.0,Rodrigo Bentancur,Rodrigo,Bentancur,M,30.0,Centre Central Midfielder,Tottenham Hotspur,TOT,4.0,27 years 59 days,Uruguay,138.0
2022/23,160732.0,Philip Billing,Philip,Billing,M,29.0,Centre Defensive Midfielder,Bournemouth,BOU,4.0,28 years 73 days,Denmark,138.0
2022/23,356522.0,Jonny,Jonathan,Castro Otto,D,19.0,Defender,n/a,n/a,4.0,30 years 173 days,Spain,138.0
2022/23,346821.0,João Cancelo,João Pedro,Cavaco Cancelo,D,2.0,Right Full Back,Manchester City,MCI,4.0,30 years 88 days,Portugal,138.0
2022/23,325150.0,Trevoh Chalobah,Trevoh,Chalobah,D,14.0,Centre Central Defender,Chelsea,CHE,4.0,25 years 49 days,England,138.0
2022/23,94007.0,Séamus Coleman,Séamus,Coleman,D,n/a,Right Full Back,Everton,EVE,4.0,35 years 317 days,Ireland,138.0
2022/23,340957.0,Nathan Collins,Nathan,Collins,D,22.0,Centre Central Defender,n/a,n/a,4.0,23 years 115 days,Ireland,138.0
2022/23,322024.0,Marc Cucurella,Marc,Cucurella,D,3.0,Left Wing Back,Chelsea,CHE,4.0,26 years 32 days,Spain,138.0
2022/23,222694.0,Abdoulaye Doucouré,Abdoulaye,Doucouré,M,16.0,Centre Central Midfielder,Everton,EVE,4.0,31 years 235 days,Mali,138.0
2022/23,316524.0,Cheick Doucouré,Cheick,Doucouré,M,28.0,Centre Defensive Midfielder,Crystal Palace,CRY,4.0,24 years 228 days,Mali,138.0
2022/23,320724.0,Eberechi Eze,Eberechi,Eze,M,10.0,Centre Attacking Midfielder,Crystal Palace,CRY,4.0,26 years 55 days,England,138.0
2022/23,300707.0,Toti Gomes,Tote António,Gomes,D,24.0,Centre Central Defender,Wolverhampton Wanderers,WOL,4.0,25 years 220 days,Portugal,138.0
2022/23,340669.0,Kai Havertz,Kai,Havertz,M,29.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,4.0,25 years 73 days,Germany,138.0
2022/23,355783.0,Jordan Henderson,Jordan,Henderson,M,6.0,Midfielder,n/a,n/a,4.0,34 years 67 days,England,138.0
2022/23,300156.0,James Justin,James,Justin,D,n/a,Defender,Leicester City,LEI,4.0,26 years 182 days,England,138.0
2022/23,362873.0,Zanka,Mathias,Jørgensen,D,13.0,Centre Central Defender,n/a,n/a,4.0,34 years 122 days,Denmark,138.0
2022/23,43231.0,Scott McTominay,Scott,McTominay,M,39.0,Centre Attacking Midfielder,Manchester United,MUN,4.0,27 years 259 days,Scotland,138.0
2022/23,363133.0,Álex Moreno,Álex,Moreno,D,19.0,Left Full Back,n/a,n/a,4.0,31 years 76 days,Spain,138.0
2022/23,346778.0,Matheus Nunes,Matheus Luiz,Nunes,M,27.0,Central Midfielder,n/a,n/a,4.0,25 years 362 days,Portugal,138.0
2022/23,322089.0,Angelo Ogbonna,Angelo,Ogbonna,D,n/a,Central Defender,n/a,n/a,4.0,36 years 92 days,Italy,138.0
2022/23,360352.0,Michael Olise,Michael,Olise,M,17.0,Centre Attacking Midfielder,n/a,n/a,4.0,22 years 255 days,France,138.0
2022/23,42727.0,Jeffrey Schlupp,Jeffrey,Schlupp,M,15.0,Left Winger,Crystal Palace,CRY,4.0,31 years 244 days,Ghana,138.0
2022/23,322422.0,Marcos Senesi,Marcos,Senesi,D,25.0,Centre Central Defender,Bournemouth,BOU,4.0,27 years 105 days,Argentina,138.0
2022/23,362647.0,Dominic Solanke,Dominic,Solanke,F,19.0,Striker,n/a,n/a,4.0,26 years 344 days,England,138.0
2022/23,23381.0,Jack Stephens,Jack,Stephens,D,n/a,Defender,n/a,n/a,4.0,30 years 209 days,England,138.0
2022/23,258788.0,Pascal Struijk,Pascal,Struijk,D,21.0,Centre Central Defender,Leeds United,LEE,4.0,25 years 12 days,Netherlands,138.0
2022/23,345007.0,James Ward-Prowse,James,Ward-Prowse,M,8.0,Central Midfielder,n/a,n/a,4.0,29 years 296 days,England,138.0
2022/23,359177.0,Tosin Adarabioyo,Tosin,Adarabioyo,D,4.0,Centre Central Defender,n/a,n/a,3.0,26 years 334 days,England,167.0
2022/23,154335.0,Miguel Almirón,Miguel,Almirón,M,24.0,Left/Centre/Right Second Striker,Newcastle United,NEW,3.0,30 years 195 days,Paraguay,167.0
2022/23,362733.0,Julián Alvarez,Julián,Alvarez,F,19.0,Centre Striker,n/a,n/a,3.0,24 years 205 days,Argentina,167.0
2022/23,341459.0,César Azpilicueta,César,Azpilicueta,D,3.0,Right Full Back,n/a,n/a,3.0,34 years 361 days,Spain,167.0
2022/23,342771.0,Harvey Barnes,Harvey,Barnes,M,11.0,Left/Right Winger,Leicester City,LEI,3.0,26 years 258 days,England,167.0
2022/23,30517.0,Jan Bednarek,Jan,Bednarek,D,35.0,Centre Central Defender,Southampton,SOU,3.0,28 years 133 days,Poland,167.0
2022/23,346885.0,Armel Bella-Kotchap,Armel,Bella-Kotchap,D,6.0,Centre Central Defender,Southampton,SOU,3.0,22 years 256 days,Germany,167.0
2022/23,325444.0,Willy-Arnaud Boly,Willy-Arnaud,Boly,D,30.0,Centre Central Defender,Nottingham Forest,NFO,3.0,33 years 202 days,Cote D’Ivoire,167.0
2022/23,276764.0,Emiliano Buendía,Emiliano,Buendía,M,10.0,Left/Right Attacking Midfielder,Aston Villa,AVL,3.0,27 years 242 days,Argentina,167.0
2022/23,211499.0,Matty Cash,Matty,Cash,D,2.0,Right Full Back,Aston Villa,AVL,3.0,27 years 16 days,Poland,167.0
2022/23,323026.0,Levi Colwill,Levi,Colwill,D,n/a,Centre Central Defender,Chelsea,CHE,3.0,21 years 179 days,England,167.0
2022/23,294324.0,Lewis Cook,Lewis,Cook,M,n/a,Midfielder,Bournemouth,BOU,3.0,27 years 202 days,England,167.0
2022/23,19595.0,Kevin De Bruyne,Kevin,De Bruyne,M,17.0,Left/Centre/Right Attacking Midfielder,Manchester City,MCI,3.0,33 years 56 days,Belgium,167.0
2022/23,356422.0,Leander Dendoncker,Leander,Dendoncker,M,32.0,Centre Central Midfielder,Aston Villa,AVL,3.0,29 years 130 days,Belgium,167.0
2022/23,359600.0,Kiernan Dewsbury-Hall,Kiernan,Dewsbury-Hall,M,22.0,Central Midfielder,n/a,n/a,3.0,25 years 352 days,England,167.0
2022/23,325419.0,Antony,Antony Matheus,dos Santos,F,21.0,Left/Right Winger,Manchester United,MUN,3.0,24 years 181 days,Brazil,167.0
2022/23,260162.0,Phil Foden,Phil,Foden,M,n/a,Centre Central Midfielder,Manchester City,MCI,3.0,24 years 87 days,England,167.0
2022/23,312587.0,Fraser Forster,Fraser,Forster,G,20.0,Goalkeeper,Tottenham Hotspur,TOT,3.0,36 years 159 days,England,167.0
2022/23,363122.0,Conor Gallagher,Conor,Gallagher,M,4.0,Centre Central Midfielder,n/a,n/a,3.0,24 years 199 days,England,167.0
2022/23,160425.0,Mathias Jensen,Mathias,Jensen,M,8.0,Centre Central Midfielder,Brentford,BRE,3.0,28 years 235 days,Denmark,167.0
2022/23,347089.0,Brennan Johnson,Brennan,Johnson,F,22.0,Centre Striker,n/a,n/a,3.0,23 years 92 days,Wales,167.0
2022/23,314643.0,Sam Johnstone,Sam,Johnstone,G,32.0,Goalkeeper,Crystal Palace,CRY,3.0,31 years 151 days,England,167.0
2022/23,312584.0,Boubacar Kamara,Boubacar,Kamara,M,44.0,Centre Defensive Midfielder,Aston Villa,AVL,3.0,24 years 274 days,France,167.0
2022/23,345855.0,Aymeric Laporte,Aymeric,Laporte,D,27.0,Centre Central Defender,n/a,n/a,3.0,30 years 88 days,Spain,167.0
2022/23,355739.0,Renan Lodi,Renan Augusto,Lodi dos Santos,D,6.0,Defender,n/a,n/a,3.0,26 years 137 days,Brazil,167.0
2022/23,340680.0,James Maddison,James,Maddison,M,10.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,3.0,27 years 274 days,England,167.0
2022/23,131779.0,Riyad Mahrez,Riyad,Mahrez,F,26.0,Left/Right Winger,n/a,n/a,3.0,33 years 184 days,Algeria,167.0
2022/23,32140.0,Solly March,Solly,March,M,7.0,Left/Centre/Right Attacking Midfielder,Brighton & Hove Albion,BHA,3.0,30 years 34 days,England,167.0
2022/23,43049.0,Joël Matip,Joël,Matip,D,32.0,Centre Central Defender,n/a,n/a,3.0,33 years 15 days,Cameroon,167.0
2022/23,289869.0,Kaoru Mitoma,Kaoru,Mitoma,F,18.0,Forward,Brighton & Hove Albion,BHA,3.0,27 years 95 days,Japan,167.0
2022/23,354653.0,Aleksandar Mitrovic,Aleksandar,Mitrovic,F,9.0,Forward,n/a,n/a,3.0,29 years 342 days,Serbia,167.0
2022/23,44030.0,Bernardo Silva,Bernardo,Mota Veiga de Carvalho e Silva,M,20.0,Left/Centre Attacking Midfielder,Manchester City,MCI,3.0,30 years 13 days,Portugal,167.0
2022/23,341034.0,Mason Mount,Mason,Mount,M,7.0,Centre Attacking Midfielder,n/a,n/a,3.0,25 years 226 days,England,167.0
2022/23,345071.0,Fred,Frederico,Rodrigues de Paula Santos,M,35.0,Centre Central Midfielder,n/a,n/a,3.0,31 years 171 days,Brazil,167.0
2022/23,340565.0,Youri Tielemans,Youri,Tielemans,M,8.0,Centre Central Midfielder,n/a,n/a,3.0,27 years 108 days,Belgium,167.0
2022/23,259569.0,Danny Welbeck,Danny,Welbeck,F,18.0,Centre Striker,Brighton & Hove Albion,BHA,3.0,33 years 271 days,England,167.0
2022/23,342776.0,Wilfried Zaha,Wilfried,Zaha,F,14.0,Left/Centre/Right Winger,n/a,n/a,3.0,31 years 287 days,Cote D’Ivoire,167.0
2022/23,160842.0,Jordan Zemura,Jordan,Zemura,D,29.0,Left Full Back,n/a,n/a,3.0,24 years 283 days,Zimbabwe,167.0
2022/23,279691.0,Rayan Aït-Nouri,Rayan,Aït-Nouri,D,3.0,Left Full Back,Wolverhampton Wanderers,WOL,2.0,23 years 78 days,Algeria,205.0
2022/23,310499.0,Kristoffer Ajer,Kristoffer,Ajer,D,20.0,Centre Central Defender,Brentford,BRE,2.0,26 years 128 days,Norway,205.0
2022/23,255615.0,Thiago Alcântara,Thiago,Alcântara,M,6.0,Centre Central Midfielder,n/a,n/a,2.0,33 years 134 days,Spain,205.0
2022/23,359145.0,Luke Ayling,Luke,Ayling,D,12.0,Right Full Back,n/a,n/a,2.0,32 years 364 days,England,205.0
2022/23,360571.0,Saïd Benrahma,Saïd,Benrahma,F,17.0,Left Winger,n/a,n/a,2.0,29 years 13 days,Algeria,205.0
2022/23,325467.0,Willian,Willian,Borges da Silva,F,20.0,Left/Centre/Right Winger,n/a,n/a,2.0,36 years 14 days,Brazil,205.0
2022/23,263914.0,Daniel Podence,Daniel,Castelo Podence,M,56.0,Left Winger,Wolverhampton Wanderers,WOL,2.0,28 years 307 days,Portugal,205.0
2022/23,325151.0,Ben Chilwell,Ben,Chilwell,D,21.0,Left Full Back,Chelsea,CHE,2.0,27 years 246 days,England,205.0
2022/23,288967.0,Ryan Christie,Ryan,Christie,M,10.0,Left/Centre/Right Attacking Midfielder,Bournemouth,BOU,2.0,29 years 183 days,Scotland,205.0
2022/23,27098.0,Nathaniel Clyne,Nathaniel,Clyne,D,17.0,Right Full Back,Crystal Palace,CRY,2.0,33 years 140 days,England,205.0
2022/23,344449.0,Steve Cook,Steve,Cook,D,5.0,Central Defender,n/a,n/a,2.0,33 years 126 days,England,205.0
2022/23,14742.0,Liam Cooper,Liam,Cooper,D,6.0,Centre Central Defender,Leeds United,LEE,2.0,32 years 359 days,Scotland,205.0
2022/23,258090.0,Vladimír Coufal,Vladimír,Coufal,D,5.0,Right Full Back,West Ham United,WHU,2.0,32 years 1 day,Czech Republic,205.0
2022/23,360340.0,Bobby De Cordova-Reid,Bobby,De Cordova-Reid,F,14.0,Forward,n/a,n/a,2.0,31 years 203 days,Jamaica,205.0
2022/23,302686.0,Luis Díaz,Luis,Díaz,F,7.0,Left/Right Winger,Liverpool,LIV,2.0,27 years 223 days,Colombia,205.0
2022/23,300571.0,Lucas Digne,Lucas,Digne,D,12.0,Left Full Back,Aston Villa,AVL,2.0,31 years 34 days,France,205.0
2022/23,337917.0,Enzo Fernández,Enzo,Fernández,M,8.0,Midfielder,Chelsea,CHE,2.0,23 years 219 days,Argentina,205.0
2022/23,325335.0,Wesley Fofana,Wesley,Fofana,D,29.0,Centre Central Defender,Chelsea,CHE,2.0,23 years 250 days,France,205.0
2022/23,335653.0,Cody Gakpo,Cody,Gakpo,F,18.0,Centre Striker,Liverpool,LIV,2.0,25 years 108 days,Netherlands,205.0
2022/23,338756.0,James Garner,James,Garner,M,n/a,Centre Central Midfielder,Everton,EVE,2.0,23 years 163 days,England,205.0
2022/23,349224.0,Jack Harrison,Jack,Harrison,M,7.0,Midfielder,Leeds United,LEE,2.0,27 years 277 days,England,205.0
2022/23,52087.0,Reece James,Reece,James,D,24.0,Right Full Back,Chelsea,CHE,2.0,24 years 259 days,England,205.0
2022/23,361626.0,Ben Johnson,Ben,Johnson,D,18.0,Right Full Back,n/a,n/a,2.0,24 years 212 days,England,205.0
2022/23,48260.0,Michael Keane,Michael,Keane,D,5.0,Centre Central Defender,Everton,EVE,2.0,31 years 225 days,England,205.0
2022/23,345120.0,Roméo Lavia,Roméo,Lavia,M,45.0,Centre Defensive Midfielder,n/a,n/a,2.0,20 years 230 days,Belgium,205.0
