Season,Player ID,Name,First Name,Last Name,Position,Shirt Number,Position Info,Current Team,Team Abbreviation,BigChanceMissed,Age,Nationality,Rank
2022/23,31291.0,John Stones,John,Stones,D,5.0,Centre Central Defender,Manchester City,MCI,2.0,30 years 87 days,England,115.0
2022/23,362225.0,Crysencio Summerville,Crysencio,Summerville,F,7.0,Left Winger,Leeds United,LEE,2.0,22 years 298 days,Netherlands,115.0
2022/23,287525.0,Raphaël Varane,Raphaël,Varane,D,19.0,Centre Central Defender,n/a,n/a,2.0,31 years 120 days,France,115.0
2022/23,362816.0,Aaron Wan-Bissaka,Aaron,Wan-Bissaka,D,29.0,Right Full Back,n/a,n/a,2.0,26 years 271 days,England,115.0
2022/23,345007.0,James Ward-Prowse,James,Ward-Prowse,M,8.0,Central Midfielder,n/a,n/a,2.0,29 years 296 days,England,115.0
2022/23,336893.0,Adam Webster,Adam,Webster,D,4.0,Defender,Brighton & Hove Albion,BHA,2.0,29 years 232 days,England,115.0
2022/23,187388.0,Nathan Aké,Nathan,Aké,D,6.0,Left/Centre Central Defender,Manchester City,MCI,1.0,29 years 187 days,Netherlands,169.0
2022/23,356612.0,Carlos Alcaraz,Carlos,Alcaraz,M,26.0,Centre Central Midfielder,Southampton,SOU,1.0,21 years 267 days,Argentina,169.0
2022/23,30533.0,Trent Alexander-Arnold,Trent,Alexander-Arnold,D,n/a,Right Full Back,Liverpool,LIV,1.0,25 years 321 days,England,169.0
2022/23,342774.0,Daniel Amartey,Daniel,Amartey,D,12.0,Centre Central Defender,n/a,n/a,1.0,29 years 246 days,Ghana,169.0
2022/23,359414.0,Elliot Anderson,Elliot,Anderson,M,8.0,Centre Central Midfielder,n/a,n/a,1.0,21 years 291 days,Scotland,169.0
2022/23,347503.0,Jaidon Anthony,Jaidon,Anthony,F,12.0,Forward,Bournemouth,BOU,1.0,24 years 266 days,England,169.0
2022/23,316201.0,Joe Aribo,Joe,Aribo,M,7.0,Central Midfielder,Southampton,SOU,1.0,28 years 33 days,Nigeria,169.0
2022/23,286397.0,Adam Armstrong,Adam,Armstrong,F,9.0,Centre Striker,Southampton,SOU,1.0,27 years 195 days,England,169.0
2022/23,356787.0,Sèrge Aurier,Sèrge,Aurier,D,92.0,Right Full Back,n/a,n/a,1.0,31 years 243 days,Cote D’Ivoire,169.0
2022/23,353926.0,André Ayew,André,Ayew,F,28.0,Forward,n/a,n/a,1.0,34 years 250 days,Ghana,169.0
2022/23,359145.0,Luke Ayling,Luke,Ayling,D,12.0,Right Full Back,n/a,n/a,1.0,32 years 364 days,England,169.0
2022/23,335884.0,Benoît Badiashile,Benoît,Badiashile,D,5.0,Centre Central Defender,Chelsea,CHE,1.0,23 years 150 days,France,169.0
2022/23,360571.0,Saïd Benrahma,Saïd,Benrahma,F,17.0,Left Winger,n/a,n/a,1.0,29 years 13 days,Algeria,169.0
2022/23,302775.0,Rodrigo Bentancur,Rodrigo,Bentancur,M,30.0,Centre Central Midfielder,Tottenham Hotspur,TOT,1.0,27 years 59 days,Uruguay,169.0
2022/23,276764.0,Emiliano Buendía,Emiliano,Buendía,M,10.0,Left/Right Attacking Midfielder,Aston Villa,AVL,1.0,27 years 242 days,Argentina,169.0
2022/23,360566.0,Duje Caleta-Car,Duje,Caleta-Car,D,55.0,Defender,n/a,n/a,1.0,27 years 341 days,Croatia,169.0
2022/23,344611.0,Tetê,Mateus,Cardoso Lemos Martins,F,20.0,Right Winger,n/a,n/a,1.0,24 years 190 days,Brazil,169.0
2022/23,344342.0,Matheus Cunha,Matheus Santos,Carneiro da Cunha,F,12.0,Striker,n/a,n/a,1.0,25 years 88 days,Brazil,169.0
2022/23,325150.0,Trevoh Chalobah,Trevoh,Chalobah,D,14.0,Centre Central Defender,Chelsea,CHE,1.0,25 years 49 days,England,169.0
2022/23,288967.0,Ryan Christie,Ryan,Christie,M,10.0,Left/Centre/Right Attacking Midfielder,Bournemouth,BOU,1.0,29 years 183 days,Scotland,169.0
2022/23,340930.0,Conor Coady,Conor,Coady,D,4.0,Centre Central Defender,n/a,n/a,1.0,31 years 180 days,England,169.0
2022/23,312585.0,Philippe Coutinho,Philippe,Coutinho Correia,M,23.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,1.0,32 years 72 days,Brazil,169.0
2022/23,358596.0,Arnaut Danjuma,Arnaut,Danjuma,F,n/a,Forward,n/a,n/a,1.0,27 years 205 days,Netherlands,169.0
2022/23,135989.0,Josh Dasilva,Josh,Dasilva,M,10.0,Left/Right Winger,Brentford,BRE,1.0,25 years 305 days,England,169.0
2022/23,336892.0,Craig Dawson,Craig,Dawson,D,15.0,Centre Central Defender,Wolverhampton Wanderers,WOL,1.0,34 years 109 days,England,169.0
2022/23,360753.0,Felipe,Felipe Augusto,de Almeida Monteiro,D,n/a,Centre Central Defender,n/a,n/a,1.0,35 years 99 days,Brazil,169.0
2022/23,356422.0,Leander Dendoncker,Leander,Dendoncker,M,32.0,Centre Central Midfielder,Aston Villa,AVL,1.0,29 years 130 days,Belgium,169.0
2022/23,359602.0,Eric Dier,Eric,Dier,D,15.0,Centre Central Defender,n/a,n/a,1.0,30 years 221 days,England,169.0
2022/23,337015.0,Jhon Durán,Jhon,Durán,F,9.0,Striker,Aston Villa,AVL,1.0,20 years 254 days,Colombia,169.0
2022/23,325528.0,Samuel Edozie,Samuel,Edozie,M,23.0,Left/Centre/Right Winger,Southampton,SOU,1.0,21 years 208 days,England,169.0
2022/23,165275.0,Harvey Elliott,Harvey,Elliott,M,n/a,Left/Centre/Right Attacking Midfielder,Liverpool,LIV,1.0,21 years 141 days,England,169.0
2022/23,196369.0,Thiago Silva,Thiago,Emiliano da Silva,D,6.0,Centre Central Defender,n/a,n/a,1.0,39 years 336 days,Brazil,169.0
2022/23,320724.0,Eberechi Eze,Eberechi,Eze,M,10.0,Centre Attacking Midfielder,Crystal Palace,CRY,1.0,26 years 55 days,England,169.0
2022/23,325335.0,Wesley Fofana,Wesley,Fofana,D,29.0,Centre Central Defender,Chelsea,CHE,1.0,23 years 250 days,France,169.0
2022/23,362739.0,Fábio Carvalho,Fábio Leandro,Freitas Gouveia de Carvalho,M,14.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,1.0,21 years 359 days,Portugal,169.0
2022/23,338756.0,James Garner,James,Garner,M,n/a,Centre Central Midfielder,Everton,EVE,1.0,23 years 163 days,England,169.0
2022/23,337369.0,Joe Gelhardt,Joe,Gelhardt,F,28.0,Centre Striker,Leeds United,LEE,1.0,22 years 111 days,England,169.0
2022/23,325635.0,Wilfried Gnonto,Wilfried,Gnonto,F,29.0,Attacking Midfielder,Leeds United,LEE,1.0,20 years 292 days,Italy,169.0
2022/23,359359.0,Ben Godfrey,Ben,Godfrey,D,5.0,Centre Central Defender,n/a,n/a,1.0,26 years 221 days,England,169.0
2022/23,282013.0,Marc Guéhi,Marc,Guéhi,D,6.0,Centre Central Defender,Crystal Palace,CRY,1.0,24 years 41 days,England,169.0
2022/23,357711.0,Mason Holgate,Mason,Holgate,D,5.0,Defender,n/a,n/a,1.0,27 years 306 days,England,169.0
2022/23,288559.0,Will Hughes,Will,Hughes,M,19.0,Centre Central Midfielder,Crystal Palace,CRY,1.0,29 years 128 days,England,169.0
2022/23,362873.0,Zanka,Mathias,Jørgensen,D,13.0,Centre Central Defender,n/a,n/a,1.0,34 years 122 days,Denmark,169.0
2022/23,355256.0,Sasa Kalajdzic,Sasa,Kalajdzic,F,9.0,Centre Striker,Wolverhampton Wanderers,WOL,1.0,27 years 47 days,Austria,169.0
2022/23,268675.0,Neeskens Kebano,Neeskens,Kebano,M,21.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,1.0,32 years 166 days,DR Congo,169.0
2022/23,359784.0,Thilo Kehrer,Thilo,Kehrer,D,5.0,Centre/Right Central Defender,n/a,n/a,1.0,27 years 337 days,Germany,169.0
2022/23,360556.0,Robin Koch,Robin,Koch,D,4.0,Central Defender,Leeds United,LEE,1.0,28 years 37 days,Germany,169.0
2022/23,160422.0,Ezri Konsa,Ezri,Konsa,D,4.0,Centre Central Defender,Aston Villa,AVL,1.0,26 years 305 days,England,169.0
2022/23,361462.0,Rasmus Kristensen,Rasmus,Kristensen,D,13.0,Right Full Back,Leeds United,LEE,1.0,27 years 43 days,Denmark,169.0
2022/23,340568.0,Dejan Kulusevski,Dejan,Kulusevski,M,21.0,Right Winger,n/a,n/a,1.0,24 years 120 days,Sweden,169.0
2022/23,177697.0,Adam Lallana,Adam,Lallana,M,10.0,Left/Centre Attacking Midfielder,n/a,n/a,1.0,36 years 105 days,England,169.0
2022/23,345855.0,Aymeric Laporte,Aymeric,Laporte,D,27.0,Centre Central Defender,n/a,n/a,1.0,30 years 88 days,Spain,169.0
2022/23,362760.0,Emerson Royal,Emerson Aparecido,Leite de Souza Júnior,D,22.0,Right Full Back,n/a,n/a,1.0,25 years 222 days,Brazil,169.0
2022/23,360696.0,João Palhinha,João Maria,Lobo Alves Palhares Costa Palhinha Gonçalves,M,16.0,Centre Defensive Midfielder,n/a,n/a,1.0,29 years 45 days,Portugal,169.0
2022/23,355739.0,Renan Lodi,Renan Augusto,Lodi dos Santos,D,6.0,Defender,n/a,n/a,1.0,26 years 137 days,Brazil,169.0
2022/23,341253.0,Ruben Loftus-Cheek,Ruben,Loftus-Cheek,M,8.0,Centre Central Midfielder,n/a,n/a,1.0,28 years 213 days,England,169.0
2022/23,362697.0,Pedro Neto,Pedro,Lomba Neto,F,7.0,Left/Right Winger,n/a,n/a,1.0,24 years 167 days,Portugal,169.0
2022/23,318813.0,Lisandro Martínez,Lisandro,Martínez,D,6.0,Central Defender,Manchester United,MUN,1.0,26 years 218 days,Argentina,169.0
2022/23,43049.0,Joël Matip,Joël,Matip,D,32.0,Centre Central Defender,n/a,n/a,1.0,33 years 15 days,Cameroon,169.0
2022/23,320612.0,Dwight McNeil,Dwight,McNeil,F,7.0,Left Winger,Everton,EVE,1.0,24 years 275 days,England,169.0
2022/23,343686.0,Yerry Mina,Yerry,Mina,D,26.0,Central Defender,n/a,n/a,1.0,29 years 335 days,Colombia,169.0
2022/23,169744.0,Tyrick Mitchell,Tyrick,Mitchell,D,39.0,Left Full Back,Crystal Palace,CRY,1.0,24 years 357 days,England,169.0
2022/23,44030.0,Bernardo Silva,Bernardo,Mota Veiga de Carvalho e Silva,M,20.0,Left/Centre Attacking Midfielder,Manchester City,MCI,1.0,30 years 13 days,Portugal,169.0
2022/23,162005.0,Jacob Murphy,Jacob,Murphy,M,14.0,Left/Right Winger,Newcastle United,NEW,1.0,29 years 181 days,England,169.0
2022/23,299539.0,Vitalii Mykolenko,Vitalii,Mykolenko,D,19.0,Left Full Back,Everton,EVE,1.0,25 years 86 days,Ukraine,169.0
2022/23,353831.0,Reiss Nelson,Reiss,Nelson,M,n/a,Left/Centre/Right Winger,Arsenal,ARS,1.0,24 years 257 days,England,169.0
2022/23,360352.0,Michael Olise,Michael,Olise,M,17.0,Centre Attacking Midfielder,n/a,n/a,1.0,22 years 255 days,France,169.0
2022/23,349912.0,Paul Onuachu,Paul,Onuachu,F,30.0,Forward,Southampton,SOU,1.0,30 years 87 days,Nigeria,169.0
2022/23,346777.0,Cole Palmer,Cole,Palmer,M,20.0,Attacking Midfielder,n/a,n/a,1.0,22 years 109 days,England,169.0
2022/23,258869.0,Thomas Partey,Thomas,Partey,M,5.0,Centre Defensive Midfielder,Arsenal,ARS,1.0,31 years 71 days,Ghana,169.0
2022/23,362819.0,Ayoze Pérez,Ayoze,Pérez,F,22.0,Left/Centre/Right Winger,n/a,n/a,1.0,31 years 25 days,Spain,169.0
2022/23,362854.0,Kalvin Phillips,Kalvin,Phillips,M,8.0,Centre Defensive Midfielder,n/a,n/a,1.0,28 years 265 days,England,169.0
2022/23,318804.0,Dennis Praet,Dennis,Praet,M,22.0,Centre Central Midfielder,n/a,n/a,1.0,30 years 101 days,Belgium,169.0
2022/23,19300.0,Tim Ream,Tim,Ream,D,13.0,Left/Centre Central Defender,n/a,n/a,1.0,36 years 323 days,United States,169.0
2022/23,342058.0,Declan Rice,Declan,Rice,M,41.0,Centre Central Midfielder,n/a,n/a,1.0,25 years 222 days,England,169.0
2022/23,320542.0,Chris Richards,Chris,Richards,D,26.0,Centre Central Defender,Crystal Palace,CRY,1.0,24 years 148 days,United States,169.0
2022/23,50135.0,Andy Robertson,Andy,Robertson,D,26.0,Left Full Back,Liverpool,LIV,1.0,30 years 165 days,Scotland,169.0
2022/23,285389.0,Cristian Romero,Cristian,Romero,D,17.0,Centre Central Defender,Tottenham Hotspur,TOT,1.0,26 years 118 days,Argentina,169.0
2022/23,355591.0,Salomón Rondón,Salomón,Rondón,F,23.0,Forward,n/a,n/a,1.0,34 years 342 days,Venezuela,169.0
2022/23,289352.0,William Saliba,William,Saliba,D,2.0,Central Defender,Arsenal,ARS,1.0,23 years 152 days,France,169.0
2022/23,312583.0,Diego Carlos,Diego Carlos,Santos Silva,D,3.0,Centre Central Defender,Aston Villa,AVL,1.0,31 years 161 days,Brazil,169.0
2022/23,322422.0,Marcos Senesi,Marcos,Senesi,D,25.0,Centre Central Defender,Bournemouth,BOU,1.0,27 years 105 days,Argentina,169.0
2022/23,341534.0,Ellis Simms,Ellis,Simms,F,9.0,Centre Striker,n/a,n/a,1.0,23 years 231 days,England,169.0
2022/23,258788.0,Pascal Struijk,Pascal,Struijk,D,21.0,Centre Central Defender,Leeds United,LEE,1.0,25 years 12 days,Netherlands,169.0
2022/23,337934.0,Kamaldeen Sulemana,Kamaldeen,Sulemana,M,20.0,Left Winger,Southampton,SOU,1.0,22 years 190 days,Ghana,169.0
2022/23,302967.0,Sam Surridge,Sam,Surridge,F,16.0,Centre Striker,n/a,n/a,1.0,26 years 26 days,England,169.0
2022/23,348034.0,Marcus Tavernier,Marcus,Tavernier,M,n/a,Midfielder,Bournemouth,BOU,1.0,25 years 154 days,England,169.0
2022/23,340565.0,Youri Tielemans,Youri,Tielemans,M,8.0,Centre Central Midfielder,n/a,n/a,1.0,27 years 108 days,Belgium,169.0
2022/23,355772.0,Hamed Traorè,Hamed,Traorè,M,8.0,Centre Attacking Midfielder,n/a,n/a,1.0,24 years 189 days,Cote D’Ivoire,169.0
2022/23,187644.0,Kostas Tsimikas,Kostas,Tsimikas,D,21.0,Left Full Back,Liverpool,LIV,1.0,28 years 103 days,Greece,169.0
2022/23,328313.0,Jan Paul van Hecke,Jan Paul,van Hecke,D,n/a,Defender,Brighton & Hove Albion,BHA,1.0,24 years 76 days,Netherlands,169.0
2022/23,50015.0,Kyle Walker,Kyle,Walker,D,2.0,Right Full Back,Manchester City,MCI,1.0,34 years 87 days,England,169.0
2022/23,128164.0,Joel Ward,Joel,Ward,D,n/a,Defender,Crystal Palace,CRY,1.0,34 years 299 days,England,169.0
2022/23,316560.0,Neco Williams,Neco,Williams,D,7.0,Right Full Back,Nottingham Forest,NFO,1.0,23 years 132 days,Wales,169.0
2022/23,283241.0,Harry Wilson,Harry,Wilson,M,8.0,Left/Right Winger,Fulham,FUL,1.0,27 years 154 days,Wales,169.0
2022/23,134233.0,Ryan Yates,Ryan,Yates,M,22.0,Left/Centre/Right Attacking Midfielder,Nottingham Forest,NFO,1.0,26 years 276 days,England,169.0
2022/23,319999.0,Oleksandr Zinchenko,Oleksandr,Zinchenko,D,17.0,Left Full Back,Arsenal,ARS,1.0,27 years 252 days,Ukraine,169.0
2022/23,288580.0,Kurt Zouma,Kurt,Zouma,D,4.0,Centre Central Defender,West Ham United,WHU,1.0,29 years 301 days,France,169.0
2022/23,356767.0,Pablo Fornals,Pablo,Fornals,M,18.0,Attacking Midfielder,n/a,n/a,0.0,28 years 183 days,Spain,267.0
2022/23,355783.0,Jordan Henderson,Jordan,Henderson,M,6.0,Midfielder,n/a,n/a,0.0,34 years 67 days,England,267.0
2022/23,340461.0,Pedro Porro,Pedro,Porro,D,23.0,Right Full Back,n/a,n/a,0.0,24 years 345 days,Spain,267.0
2022/23,166522.0,Mads Roerslev,Mads,Roerslev,D,30.0,Right Full Back,Brentford,BRE,0.0,25 years 60 days,Denmark,267.0
2022/23,160842.0,Jordan Zemura,Jordan,Zemura,D,29.0,Left Full Back,n/a,n/a,0.0,24 years 283 days,Zimbabwe,267.0
2021/22,344721.0,Harry Kane,Harry,Kane,F,9.0,Striker,n/a,n/a,18.0,31 years 26 days,England,1.0
2021/22,47184.0,Mohamed Salah,Mohamed,Salah Hamed Mahrous Ghaly,F,11.0,Left/Centre/Right Winger,Liverpool,LIV,17.0,32 years 69 days,Egypt,2.0
2021/22,20239.0,Son Heung-Min,Heung-Min,Son,F,7.0,Left/Centre/Right Winger,Tottenham Hotspur,TOT,17.0,32 years 46 days,South Korea,2.0
2021/22,255674.0,Diogo Jota,Diogo José,Teixeira da Silva,F,20.0,Left/Centre/Right Striker,Liverpool,LIV,14.0,27 years 263 days,Portugal,4.0
2021/22,180212.0,Jarrod Bowen,Jarrod,Bowen,F,20.0,Centre Striker,West Ham United,WHU,13.0,27 years 247 days,England,5.0
2021/22,336621.0,Cristiano Ronaldo,Cristiano Ronaldo,dos Santos Aveiro,F,7.0,Centre Striker,n/a,n/a,13.0,39 years 200 days,Portugal,5.0
2021/22,343482.0,Sadio Mané,Sadio,Mané,F,10.0,Left/Right Second Striker,n/a,n/a,13.0,32 years 135 days,Senegal,5.0
2021/22,317508.0,Raheem Sterling,Raheem,Sterling,F,7.0,Left/Centre/Right Second Striker,n/a,n/a,13.0,29 years 259 days,England,5.0
2021/22,340669.0,Kai Havertz,Kai,Havertz,M,29.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,12.0,25 years 73 days,Germany,9.0
2021/22,259569.0,Danny Welbeck,Danny,Welbeck,F,18.0,Centre Striker,Brighton & Hove Albion,BHA,12.0,33 years 271 days,England,9.0
2021/22,327643.0,Michail Antonio,Michail,Antonio,F,n/a,Centre Striker,West Ham United,WHU,10.0,34 years 148 days,Jamaica,11.0
2021/22,317864.0,Joshua King,Joshua,King,F,15.0,Left/Centre/Right Striker,Watford,WAT,10.0,32 years 221 days,Norway,11.0
2021/22,130627.0,Teemu Pukki,Teemu,Pukki,F,22.0,Centre Striker,Norwich City,NOR,10.0,34 years 147 days,Finland,11.0
2021/22,226363.0,Ollie Watkins,Ollie,Watkins,F,11.0,Left/Centre/Right Second Striker,Aston Villa,AVL,10.0,28 years 237 days,England,11.0
2021/22,161456.0,Ché Adams,Ché,Adams,F,10.0,Centre Striker,n/a,n/a,9.0,28 years 41 days,Scotland,15.0
2021/22,343093.0,Raúl Jiménez,Raúl,Jiménez,F,7.0,Striker,n/a,n/a,9.0,33 years 110 days,Mexico,15.0
2021/22,161347.0,Bryan Mbeumo,Bryan,Mbeumo,M,19.0,Left Winger,Brentford,BRE,9.0,25 years 16 days,Cameroon,15.0
2021/22,340567.0,Chris Wood,Chris,Wood,F,11.0,Centre Striker,n/a,n/a,9.0,32 years 260 days,New Zealand,15.0
2021/22,342771.0,Harvey Barnes,Harvey,Barnes,M,11.0,Left/Right Winger,Leicester City,LEI,8.0,26 years 258 days,England,19.0
2021/22,322315.0,Christian Benteke,Christian,Benteke,F,20.0,Forward,n/a,n/a,8.0,33 years 264 days,Belgium,19.0
2021/22,260162.0,Phil Foden,Phil,Foden,M,n/a,Centre Central Midfielder,Manchester City,MCI,8.0,24 years 87 days,England,19.0
2021/22,325634.0,Daniel James,Daniel,James,M,21.0,Right Winger,n/a,n/a,8.0,26 years 287 days,Wales,19.0
2021/22,166789.0,Gabriel Martinelli,Gabriel Teodoro,Martinelli Silva,M,n/a,Midfielder,Arsenal,ARS,8.0,23 years 66 days,Brazil,19.0
2021/22,11259.0,Jamie Vardy,Jamie,Vardy,F,9.0,Centre Striker,Leicester City,LEI,8.0,37 years 225 days,England,19.0
2021/22,180060.0,Bruno Fernandes,Bruno Miguel,Borges Fernandes,M,8.0,Left/Centre/Right Attacking Midfielder,Manchester United,MUN,7.0,29 years 350 days,Portugal,25.0
2021/22,315355.0,Gabriel Jesus,Gabriel Fernando,de Jesus,F,9.0,Second Striker,n/a,n/a,7.0,27 years 142 days,Brazil,25.0
2021/22,345706.0,Pierre-Emerick Aubameyang,Pierre-Emerick,Aubameyang,F,10.0,Striker,n/a,n/a,6.0,35 years 66 days,Gabon,27.0
2021/22,355446.0,Edinson Cavani,Edinson,Cavani,F,10.0,Centre Striker,n/a,n/a,6.0,37 years 191 days,Uruguay,27.0
2021/22,314636.0,Richarlison,Richarlison,de Andrade,F,9.0,Left/Centre/Right Second Striker,n/a,n/a,6.0,27 years 105 days,Brazil,27.0
2021/22,317489.0,Raphinha,Raphael,Dias Belloli,F,11.0,Right Winger,n/a,n/a,6.0,27 years 253 days,Brazil,27.0
2021/22,288980.0,Odsonne Édouard,Odsonne,Édouard,F,22.0,Centre Striker,Crystal Palace,CRY,6.0,26 years 220 days,France,27.0
2021/22,346437.0,Mohamed Elyounoussi,Mohamed,Elyounoussi,M,10.0,Midfielder,Southampton,SOU,6.0,30 years 19 days,Norway,27.0
2021/22,285236.0,Jack Grealish,Jack,Grealish,M,10.0,Left/Centre/Right Attacking Midfielder,Manchester City,MCI,6.0,28 years 348 days,England,27.0
2021/22,336747.0,Danny Ings,Danny,Ings,F,n/a,Striker,n/a,n/a,6.0,32 years 31 days,England,27.0
2021/22,340425.0,João Pedro,João Pedro,Junqueira de Jesus,F,9.0,Centre Striker,Watford,WAT,6.0,22 years 332 days,Brazil,27.0
2021/22,112119.0,Alexandre Lacazette,Alexandre,Lacazette,F,10.0,Centre Striker,Arsenal,ARS,6.0,33 years 87 days,France,27.0
2021/22,344339.0,Trincão,Francisco António,Machado Mota de Castro Trincão,F,17.0,Right Winger,n/a,n/a,6.0,24 years 238 days,Portugal,27.0
2021/22,342046.0,Christian Pulisic,Christian,Pulisic,M,11.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,6.0,25 years 340 days,United States,27.0
2021/22,202655.0,Ivan Toney,Ivan,Toney,F,17.0,Centre Striker,Brentford,BRE,6.0,28 years 160 days,England,27.0
2021/22,336341.0,Wout Weghorst,Wout,Weghorst,F,27.0,Striker,Burnley,BUR,6.0,32 years 16 days,Netherlands,27.0
2021/22,356740.0,Armando Broja,Armando,Broja,F,9.0,Striker,Southampton,SOU,5.0,22 years 348 days,Albania,41.0
2021/22,322418.0,Maxwel Cornet,Maxwel,Cornet,F,22.0,Winger,Burnley,BUR,5.0,27 years 331 days,Cote D’Ivoire,41.0
2021/22,356259.0,Emmanuel Dennis,Emmanuel,Dennis,F,25.0,Centre Striker,Watford,WAT,5.0,26 years 282 days,Nigeria,41.0
2021/22,363187.0,Ilkay Gündogan,Ilkay,Gündogan,M,19.0,Centre Central Midfielder,n/a,n/a,5.0,33 years 304 days,Germany,41.0
2021/22,160320.0,Pontus Jansson,Pontus,Jansson,D,18.0,Centre Central Defender,n/a,n/a,5.0,33 years 192 days,Sweden,41.0
2021/22,345855.0,Aymeric Laporte,Aymeric,Laporte,D,27.0,Centre Central Defender,n/a,n/a,5.0,30 years 88 days,Spain,41.0
2021/22,346844.0,Neal Maupay,Neal,Maupay,F,7.0,Centre Striker,Brighton & Hove Albion,BHA,5.0,28 years 9 days,France,41.0
2021/22,194758.0,Rodrigo,Rodrigo,Moreno Machado,F,19.0,Centre Striker,n/a,n/a,5.0,33 years 170 days,Spain,41.0
2021/22,44030.0,Bernardo Silva,Bernardo,Mota Veiga de Carvalho e Silva,M,20.0,Left/Centre Attacking Midfielder,Manchester City,MCI,5.0,30 years 13 days,Portugal,41.0
2021/22,135654.0,Bukayo Saka,Bukayo,Saka,F,77.0,Left Winger,Arsenal,ARS,5.0,22 years 353 days,England,41.0
2021/22,288560.0,Moussa Sissoko,Moussa,Sissoko,M,17.0,Centre/Right Central Midfielder,Watford,WAT,5.0,35 years 7 days,France,41.0
2021/22,362162.0,Emile Smith Rowe,Emile,Smith Rowe,M,32.0,Centre Attacking Midfielder,n/a,n/a,5.0,24 years 26 days,England,41.0
2021/22,314846.0,James Tarkowski,James,Tarkowski,D,6.0,Centre Central Defender,Burnley,BUR,5.0,31 years 278 days,England,41.0
2021/22,355268.0,Timo Werner,Timo,Werner,F,16.0,Centre Striker,n/a,n/a,5.0,28 years 170 days,Germany,41.0
2021/22,286397.0,Adam Armstrong,Adam,Armstrong,F,9.0,Centre Striker,Southampton,SOU,4.0,27 years 195 days,England,55.0
2021/22,160688.0,Jordan Ayew,Jordan,Ayew,F,9.0,Centre Striker,Crystal Palace,CRY,4.0,32 years 347 days,Ghana,55.0
2021/22,360571.0,Saïd Benrahma,Saïd,Benrahma,F,17.0,Left Winger,n/a,n/a,4.0,29 years 13 days,Algeria,55.0
2021/22,346821.0,João Cancelo,João Pedro,Cavaco Cancelo,D,2.0,Right Full Back,Manchester City,MCI,4.0,30 years 88 days,Portugal,55.0
2021/22,277554.0,Patson Daka,Patson,Daka,F,20.0,Centre Striker,Leicester City,LEI,4.0,25 years 319 days,Zambia,55.0
2021/22,363122.0,Conor Gallagher,Conor,Gallagher,M,4.0,Centre Central Midfielder,n/a,n/a,4.0,24 years 199 days,England,55.0
2021/22,361200.0,Mason Greenwood,Mason,Greenwood,F,n/a,Right Winger,n/a,n/a,4.0,22 years 327 days,England,55.0
2021/22,312590.0,Hwang Hee-Chan,Hee-Chan,Hwang,F,11.0,Centre Striker,Wolverhampton Wanderers,WOL,4.0,28 years 210 days,South Korea,55.0
2021/22,160425.0,Mathias Jensen,Mathias,Jensen,M,8.0,Centre Central Midfielder,Brentford,BRE,4.0,28 years 235 days,Denmark,55.0
2021/22,340453.0,Alexis Mac Allister,Alexis,Mac Allister,M,10.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,4.0,25 years 243 days,Argentina,55.0
2021/22,131779.0,Riyad Mahrez,Riyad,Mahrez,F,26.0,Left/Right Winger,n/a,n/a,4.0,33 years 184 days,Algeria,55.0
2021/22,302911.0,Jean-Philippe Mateta,Jean-Philippe,Mateta,F,14.0,Centre Striker,Crystal Palace,CRY,4.0,27 years 56 days,France,55.0
2021/22,352025.0,Jakub Moder,Jakub,Moder,M,n/a,Midfielder,Brighton & Hove Albion,BHA,4.0,25 years 138 days,Poland,55.0
2021/22,341034.0,Mason Mount,Mason,Mount,M,7.0,Centre Attacking Midfielder,n/a,n/a,4.0,25 years 226 days,England,55.0
2021/22,162005.0,Jacob Murphy,Jacob,Murphy,M,14.0,Left/Right Winger,Newcastle United,NEW,4.0,29 years 181 days,England,55.0
2021/22,160057.0,Christian Nørgaard,Christian,Nørgaard,M,6.0,Centre Central Midfielder,Brentford,BRE,4.0,30 years 166 days,Denmark,55.0
2021/22,172304.0,Paul Pogba,Paul,Pogba,M,10.0,Centre Central Midfielder,n/a,n/a,4.0,31 years 161 days,France,55.0
2021/22,95187.0,Jay Rodriguez,Jay,Rodriguez,F,9.0,Left/Centre/Right Second Striker,Burnley,BUR,4.0,35 years 25 days,England,55.0
2021/22,361056.0,Allan Saint-Maximin,Allan,Saint-Maximin,F,97.0,Left Winger,n/a,n/a,4.0,27 years 164 days,France,55.0
2021/22,343487.0,Mohammed Salisu,Mohammed,Salisu,D,22.0,Central Defender,Southampton,SOU,4.0,25 years 128 days,Ghana,55.0
2021/22,362159.0,Ismaïla Sarr,Ismaïla,Sarr,F,7.0,Right Winger,n/a,n/a,4.0,26 years 180 days,Senegal,55.0
2021/22,354818.0,Fábio Silva,Fábio Daniel,Soares Silva,F,7.0,Centre Striker,n/a,n/a,4.0,22 years 35 days,Portugal,55.0
2021/22,258788.0,Pascal Struijk,Pascal,Struijk,D,21.0,Centre Central Defender,Leeds United,LEE,4.0,25 years 12 days,Netherlands,55.0
